id,locality,type_of_property,subtype_of_property,price,type_of_sale,nr_of_rooms,area,equiped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,total_land_area,nr_of_facades,swimming_pool,building_condition
9044081,1083,APARTMENT,APARTMENT,265000,FOR_SALE,4,90,INSTALLED,False,False,True,13,,,,4,,AS_NEW
9043978,1000,APARTMENT,APARTMENT,1795000,FOR_SALE,4,650,USA_HYPER_EQUIPPED,False,True,True,400,,,,3,,AS_NEW
9044188,1050,HOUSE,MANSION,3800000,FOR_SALE,5,752,HYPER_EQUIPPED,False,False,True,40,True,,340,2,,JUST_RENOVATED
9041095,4860,HOUSE,HOUSE,320000,FOR_SALE,5,231,NOT_INSTALLED,False,False,True,30,True,1200,1421,3,False,AS_NEW
9042175,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9041098,6001,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9043036,9600,APARTMENT,APARTMENT,195000,FOR_SALE,2,75,INSTALLED,,False,,,,,,2,,GOOD
9042950,6010,APARTMENT,TRIPLEX,235000,FOR_SALE,3,149,HYPER_EQUIPPED,False,False,True,15,,,,2,False,AS_NEW
9042073,1070,APARTMENT,APARTMENT,320000,FOR_SALE,3,130,USA_HYPER_EQUIPPED,False,False,True,14,,,,2,,AS_NEW
9042267,7181,HOUSE,VILLA,325000,FOR_SALE,2,130,INSTALLED,False,False,True,30,True,600,1043,4,False,TO_BE_DONE_UP
9042129,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9042511,5340,HOUSE,VILLA,569000,FOR_SALE,6,324,INSTALLED,,False,True,57,True,,2202,4,,JUST_RENOVATED
9034494,1950,APARTMENT,APARTMENT,715000,FOR_SALE,2,126,USA_HYPER_EQUIPPED,False,False,True,6,,,,2,False,AS_NEW
9039019,1050,APARTMENT,APARTMENT,1550000,FOR_SALE,3,213,USA_HYPER_EQUIPPED,False,False,True,39,,,,,False,AS_NEW
9040949,3271,HOUSE,HOUSE,230000,FOR_SALE,4,226,INSTALLED,,False,True,25,True,150,398,3,,TO_RENOVATE
8997289,1180,APARTMENT,FLAT_STUDIO,224500,FOR_SALE,1,52,HYPER_EQUIPPED,False,True,True,1,,,,2,,GOOD
8949028,4870,HOUSE,EXCEPTIONAL_PROPERTY,349000,FOR_SALE,5,350,HYPER_EQUIPPED,,True,True,40,True,450,700,3,,GOOD
9039312,9000,APARTMENT,APARTMENT,358000,FOR_SALE,2,85,INSTALLED,,False,True,1,,,,2,,GOOD
9039311,2060,APARTMENT,LOFT,360500,FOR_SALE,2,114,INSTALLED,,False,True,25,,,,2,,GOOD
9039245,1330,HOUSE,HOUSE,585000,FOR_SALE,5,187,SEMI_EQUIPPED,False,False,True,74,,,483,3,False,GOOD
9039433,1180,APARTMENT,APARTMENT,780000,FOR_SALE,3,190,USA_HYPER_EQUIPPED,False,False,True,135,,,,3,False,JUST_RENOVATED
9038896,4430,APARTMENT,APARTMENT,210000,FOR_SALE,2,77,INSTALLED,,False,True,5,,,,,,AS_NEW
9038897,4430,APARTMENT,APARTMENT,250000,FOR_SALE,2,97,INSTALLED,,False,True,5,,,,3,,AS_NEW
8603832,8710,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9038507,8370,APARTMENT,DUPLEX,199000,FOR_SALE,2,87,INSTALLED,,False,True,,,,,2,,GOOD
9037272,5170,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9037648,1020,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
8929869,1755,HOUSE,HOUSE,259000,FOR_SALE,3,116,SEMI_EQUIPPED,,False,True,,,,810,3,,TO_BE_DONE_UP
9037183,9050,APARTMENT,APARTMENT,265000,FOR_SALE,1,76,INSTALLED,False,False,True,10,True,,,,False,AS_NEW
9037014,1070,APARTMENT,APARTMENT,288000,FOR_SALE,2,88,USA_HYPER_EQUIPPED,,False,True,6,,,,2,,AS_NEW
9042688,2845,HOUSE,HOUSE,320000,FOR_SALE,4,158,INSTALLED,False,False,,,True,43,100,2,False,AS_NEW
9042223,4120,HOUSE,HOUSE,325000,FOR_SALE,3,130,USA_HYPER_EQUIPPED,False,False,True,75,True,760,1031,4,False,GOOD
9034495,1160,APARTMENT,FLAT_STUDIO,239500,FOR_SALE,0,46,USA_HYPER_EQUIPPED,False,False,True,9,,,,,False,AS_NEW
9034656,8670,APARTMENT,SERVICE_FLAT,320000,FOR_SALE,1,57,USA_HYPER_EQUIPPED,False,False,True,,,,,,False,AS_NEW
9036085,6020,HOUSE,HOUSE,109900,FOR_SALE,2,125,SEMI_EQUIPPED,False,False,True,10,,,80,3,False,GOOD
9036522,7180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9036417,1080,APARTMENT,APARTMENT,169000,FOR_SALE,2,70,NOT_INSTALLED,False,False,True,2,,,,2,,TO_RENOVATE
9035995,1500,APARTMENT,APARTMENT,198000,FOR_SALE,2,87,SEMI_EQUIPPED,False,False,True,8,,,,2,False,GOOD
9035930,1040,APARTMENT,APARTMENT,229000,FOR_SALE,1,52,USA_INSTALLED,True,False,True,4,,,,2,False,AS_NEW
9035945,4682,HOUSE,HOUSE,237000,FOR_SALE,3,117,INSTALLED,False,False,True,,True,40,126,3,False,GOOD
9041213,6680,HOUSE,HOUSE,275000,FOR_SALE,5,237,INSTALLED,False,False,True,,True,1100,1250,4,False,GOOD
9041140,9820,HOUSE,HOUSE,329000,FOR_SALE,3,110,SEMI_EQUIPPED,,False,,,,,5724,3,,TO_BE_DONE_UP
9041379,1755,HOUSE,HOUSE,360000,FOR_SALE,5,347,SEMI_EQUIPPED,,False,,,,,460,2,,TO_RENOVATE
9041444,8790,HOUSE,MANSION,665000,FOR_SALE,4,288,INSTALLED,,False,True,,True,,667,2,,GOOD
9041443,8790,HOUSE,MANSION,665000,FOR_SALE,4,288,INSTALLED,,False,True,,True,,667,2,,GOOD
9040377,1850,HOUSE,VILLA,695000,FOR_SALE,6,241,HYPER_EQUIPPED,False,False,,,,,750,4,,GOOD
9044347,1180,HOUSE,TOWN_HOUSE,680000,FOR_SALE,3,200,USA_INSTALLED,False,True,True,10,True,70,285,3,,GOOD
9044039,1050,HOUSE,HOUSE,1350000,FOR_SALE,5,365,USA_HYPER_EQUIPPED,False,False,True,20,True,50,145,2,,JUST_RENOVATED
9043919,1050,HOUSE,MANSION,4950000,FOR_SALE,8,1000,INSTALLED,False,False,True,,,,310,2,,GOOD
9033767,6001,APARTMENT,APARTMENT,165000,FOR_SALE,1,64,HYPER_EQUIPPED,,False,,,,,,4,,AS_NEW
9041253,1030,APARTMENT,APARTMENT,197500,FOR_SALE,1,70,HYPER_EQUIPPED,,True,True,3,,,,4,,JUST_RENOVATED
9033790,6001,APARTMENT,APARTMENT,265000,FOR_SALE,2,104,HYPER_EQUIPPED,False,False,True,15,,,,4,,AS_NEW
9040974,9700,APARTMENT,APARTMENT,280000,FOR_SALE,3,140,INSTALLED,,False,True,6,,,,3,,GOOD
9033817,6001,APARTMENT,APARTMENT,320000,FOR_SALE,3,120,HYPER_EQUIPPED,,False,True,30,,,,4,,AS_NEW
8829165,8300,APARTMENT,APARTMENT,435000,FOR_SALE,2,85,USA_HYPER_EQUIPPED,,False,True,,,,,2,False,GOOD
9035334,1190,APARTMENT,APARTMENT,198000,FOR_SALE,1,76,INSTALLED,False,False,True,15,,,,2,False,GOOD
9035045,9300,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9034364,8800,APARTMENT,APARTMENT,235000,FOR_SALE,3,141,INSTALLED,False,False,True,,,,,,False,AS_NEW
9020689,4000,APARTMENT,APARTMENT,289000,FOR_SALE,3,149,HYPER_EQUIPPED,False,False,True,,,,,2,,AS_NEW
9034648,6180,HOUSE,FARMHOUSE,299900,FOR_SALE,3,200,INSTALLED,False,False,,,True,300,1014,3,False,AS_NEW
9032268,4432,APARTMENT,APARTMENT,198000,FOR_SALE,3,104,NOT_INSTALLED,False,False,,,,,,2,False,AS_NEW
9038751,8434,APARTMENT,APARTMENT,220000,FOR_SALE,2,77,INSTALLED,False,False,True,,,,,2,,GOOD
9032264,4430,APARTMENT,APARTMENT,230000,FOR_SALE,3,111,NOT_INSTALLED,False,False,,,,,,3,False,AS_NEW
9032265,4432,APARTMENT,PENTHOUSE,325000,FOR_SALE,3,150,INSTALLED,False,False,True,24,,,,3,False,AS_NEW
9043230,2170,APARTMENT,PENTHOUSE,249000,FOR_SALE,2,125,INSTALLED,False,True,True,31,,,,2,False,JUST_RENOVATED
9033233,7370,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9033366,1470,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9033732,4671,HOUSE,VILLA,310000,FOR_SALE,4,291,INSTALLED,False,False,True,40,True,,950,4,,JUST_RENOVATED
9033639,1000,APARTMENT,APARTMENT,369000,FOR_SALE,2,120,HYPER_EQUIPPED,,False,,,,,,3,,AS_NEW
9032955,1731,HOUSE,HOUSE,449000,FOR_SALE,3,151,HYPER_EQUIPPED,,False,True,21,True,235,386,4,,AS_NEW
9038495,8550,HOUSE,HOUSE,276000,FOR_SALE,3,165,INSTALLED,,False,,,,,198,2,,GOOD
9040505,4500,HOUSE,HOUSE,159000,FOR_SALE,4,119,SEMI_EQUIPPED,False,False,True,17,True,75,166,2,False,TO_BE_DONE_UP
9041251,7350,HOUSE,HOUSE,650000,FOR_SALE,3,300,INSTALLED,,False,True,,,,3900,4,True,AS_NEW
9038921,1933,APARTMENT,APARTMENT,328000,FOR_SALE,2,93,USA_HYPER_EQUIPPED,False,False,True,6,,,,2,False,AS_NEW
8872852,4540,APARTMENT,DUPLEX,345000,FOR_SALE,4,218,INSTALLED,,False,True,8,,,,3,False,AS_NEW
9040807,1050,APARTMENT,APARTMENT,495000,FOR_SALE,3,120,HYPER_EQUIPPED,False,False,True,,,,,2,,GOOD
9032168,4530,HOUSE,VILLA,269000,FOR_SALE,4,160,SEMI_EQUIPPED,False,False,True,,True,977,1037,4,False,AS_NEW
8921946,6230,HOUSE,HOUSE,269900,FOR_SALE,3,268,INSTALLED,False,False,True,,True,264,334,3,False,AS_NEW
9032167,4530,HOUSE,HOUSE,269000,FOR_SALE,4,160,SEMI_EQUIPPED,False,False,True,,True,977,1037,4,False,AS_NEW
9032166,4530,HOUSE,BUNGALOW,290000,FOR_SALE,3,155,SEMI_EQUIPPED,False,False,True,20,True,1600,1744,4,False,GOOD
8892312,1180,APARTMENT,APARTMENT,295000,FOR_SALE,1,73,USA_HYPER_EQUIPPED,False,False,True,5,,,,,False,AS_NEW
8098994,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9014566,1160,APARTMENT,APARTMENT,335500,FOR_SALE,1,70,USA_HYPER_EQUIPPED,False,False,True,13,,,,,False,AS_NEW
8759756,4000,HOUSE,HOUSE,415000,FOR_SALE,3,180,HYPER_EQUIPPED,True,False,True,40,True,350,550,3,,AS_NEW
8892319,1180,APARTMENT,APARTMENT,430000,FOR_SALE,2,100,USA_HYPER_EQUIPPED,False,False,True,15,,,,,False,AS_NEW
9014568,1160,APARTMENT,APARTMENT,501500,FOR_SALE,2,102,USA_HYPER_EQUIPPED,False,False,True,25,,,,,False,AS_NEW
9032356,1200,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
8903565,1200,APARTMENT,PENTHOUSE,754500,FOR_SALE,2,159,USA_HYPER_EQUIPPED,False,False,True,74,,,,,False,AS_NEW
9002437,1060,HOUSE,APARTMENT_BLOCK,950000,FOR_SALE,9,515,NOT_INSTALLED,,False,True,27,True,23,140,2,,TO_RENOVATE
8790883,1000,APARTMENT,APARTMENT,975000,FOR_SALE,2,180,HYPER_EQUIPPED,False,False,True,70,,,,2,,AS_NEW
8856902,1150,HOUSE,HOUSE,990000,FOR_SALE,6,485,HYPER_EQUIPPED,False,False,True,16,,,251,2,False,AS_NEW
8954649,1050,APARTMENT,APARTMENT,1537000,FOR_SALE,2,160,HYPER_EQUIPPED,False,False,True,91,,,,2,False,AS_NEW
8062031,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
8892307,1050,APARTMENT,APARTMENT,1839000,FOR_SALE,3,203,HYPER_EQUIPPED,False,False,True,76,,,,2,False,AS_NEW
9043970,1400,APARTMENT,APARTMENT,253000,FOR_SALE,2,89,INSTALLED,False,False,,,,,,,,AS_NEW
8895168,1370,HOUSE,COUNTRY_COTTAGE,670000,FOR_SALE,6,352,HYPER_EQUIPPED,False,True,True,35,True,,4000,4,,JUST_RENOVATED
9029105,1130,APARTMENT,PENTHOUSE,476000,FOR_SALE,3,148,USA_HYPER_EQUIPPED,False,False,True,33,,,,3,False,AS_NEW
9029104,1130,APARTMENT,PENTHOUSE,476000,FOR_SALE,3,148,USA_HYPER_EQUIPPED,False,False,True,33,,,,3,False,AS_NEW
9037084,1000,APARTMENT,PENTHOUSE,628500,FOR_SALE,2,91,HYPER_EQUIPPED,True,False,True,29,,,,2,,AS_NEW
9040655,1030,APARTMENT,APARTMENT,400000,FOR_SALE,2,135,SEMI_EQUIPPED,False,False,,,,,,2,,GOOD
9039426,4520,APARTMENT,APARTMENT,,FOR_SALE,2,110,INSTALLED,,False,True,,,,,,,GOOD
9040157,8300,APARTMENT,APARTMENT,725000,FOR_SALE,3,102,INSTALLED,False,False,,,,,,2,False,AS_NEW
8950767,1160,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9030993,7850,APARTMENT,APARTMENT,250000,FOR_SALE,3,101,HYPER_EQUIPPED,,False,,,,,,,,AS_NEW
9031036,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9031095,1070,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9031244,1000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9031347,1180,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9042786,1080,APARTMENT,APARTMENT,159000,FOR_SALE,1,60,INSTALLED,False,False,True,6,,,,2,,GOOD
9041938,1000,APARTMENT,APARTMENT,300000,FOR_SALE,1,77,USA_HYPER_EQUIPPED,False,False,True,15,,,,,,AS_NEW
9035944,4160,HOUSE,HOUSE,119000,FOR_SALE,3,79,SEMI_EQUIPPED,False,False,,,,,100,2,False,GOOD
9036084,6238,HOUSE,VILLA,329900,FOR_SALE,3,210,USA_SEMI_EQUIPPED,False,False,True,15,True,300,1000,4,False,GOOD
9036128,1020,APARTMENT,LOFT,299000,FOR_SALE,2,189,SEMI_EQUIPPED,False,False,,,,,,2,False,AS_NEW
9035795,8300,APARTMENT,APARTMENT,525000,FOR_SALE,1,70,HYPER_EQUIPPED,False,False,,,,,,2,True,AS_NEW
9043293,8020,HOUSE,HOUSE,495000,FOR_SALE,3,217,HYPER_EQUIPPED,False,True,,,True,230,1045,3,False,AS_NEW
9029300,1190,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
8323945,3000,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9007296,5060,APARTMENT,DUPLEX,318000,FOR_SALE,3,118,HYPER_EQUIPPED,False,False,True,22,,,,2,,GOOD
9029109,4140,HOUSE,BUNGALOW,349000,FOR_SALE,3,180,SEMI_EQUIPPED,False,False,True,35,True,850,1674,4,False,AS_NEW
9029113,1130,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,,False,,,,,,,,
9029927,5580,HOUSE,HOUSE,599000,FOR_SALE,4,320,INSTALLED,,True,True,75,True,4300,4342,4,,AS_NEW
9029376,1050,HOUSE,MIXED_USE_BUILDING,985000,FOR_SALE,3,340,NOT_INSTALLED,False,False,,,True,100,210,2,False,GOOD
9040381,8400,APARTMENT,APARTMENT,169000,FOR_SALE,2,82,,True,False,,,,,,2,,GOOD
8888762,4602,HOUSE,HOUSE,165000,FOR_SALE,3,170,HYPER_EQUIPPED,False,False,True,60,True,700,1005,3,False,TO_BE_DONE_UP
9035003,4500,HOUSE,HOUSE,239500,FOR_SALE,4,140,INSTALLED,,False,True,,,,95,2,,AS_NEW
9034827,6833,HOUSE,HOUSE,380000,FOR_SALE,11,687,HYPER_EQUIPPED,,False,True,,,,1012,4,False,TO_BE_DONE_UP
9034716,1341,HOUSE,VILLA,540000,FOR_SALE,4,180,HYPER_EQUIPPED,False,False,True,40,True,800,1220,4,False,AS_NEW
9036413,1200,APARTMENT,APARTMENT,414000,FOR_SALE,3,105,USA_HYPER_EQUIPPED,False,False,True,29,,,,,False,AS_NEW
9039582,4432,HOUSE,HOUSE,199000,FOR_SALE,2,120,INSTALLED,,False,True,15,True,300,400,3,,TO_BE_DONE_UP
9039085,1083,HOUSE,APARTMENT_BLOCK,675000,FOR_SALE,4,240,INSTALLED,False,False,,,True,85,310,2,,GOOD
9042534,9600,HOUSE,HOUSE,319000,FOR_SALE,5,191,SEMI_EQUIPPED,,False,,,True,,690,3,,TO_BE_DONE_UP
9043009,2801,HOUSE,HOUSE,430000,FOR_SALE,3,155,SEMI_EQUIPPED,,True,True,,,,2175,4,,GOOD
9033349,6032,APARTMENT_GROUP,APARTMENT_GROUP,,FOR_SALE,,,,False,False,,,,,,,,
9032267,4432,APARTMENT,APARTMENT,164000,FOR_SALE,2,82,,False,False,,,,,,2,False,AS_NEW
9033733,4710,HOUSE,VILLA,545000,FOR_SALE,2,262,HYPER_EQUIPPED,False,False,True,200,True,1710,1710,4,True,AS_NEW
9034493,1140,APARTMENT,APARTMENT,335000,FOR_SALE,2,110,USA_HYPER_EQUIPPED,False,False,True,10,,,,,False,
9037683,3300,HOUSE,HOUSE,199000,FOR_SALE,3,154,,,False,True,15,,,400,3,,TO_RENOVATE
9034249,1070,APARTMENT,APARTMENT,219000,FOR_SALE,2,90,USA_HYPER_EQUIPPED,True,False,True,14,,,,4,False,AS_NEW
9034037,3010,APARTMENT,APARTMENT,269500,FOR_SALE,2,70,INSTALLED,,False,,,,,,2,,GOOD
9038500,3370,HOUSE,HOUSE,445000,FOR_SALE,4,250,INSTALLED,,False,True,25,,,483,3,,GOOD
9034209,1180,APARTMENT,PENTHOUSE,595000,FOR_SALE,3,160,HYPER_EQUIPPED,False,False,True,,,,,,False,GOOD
9041526,8500,HOUSE,HOUSE,175000,FOR_SALE,3,135,SEMI_EQUIPPED,,False,,,True,82,160,2,,TO_BE_DONE_UP
9041524,8510,HOUSE,HOUSE,190000,FOR_SALE,3,133,SEMI_EQUIPPED,,False,,,True,240,353,3,,TO_BE_DONE_UP
9040942,4790,HOUSE,BUNGALOW,279000,FOR_SALE,2,90,SEMI_EQUIPPED,False,False,True,25,True,2000,2265,4,False,GOOD
9041033,7890,HOUSE,MANSION,310000,FOR_SALE,3,331,INSTALLED,,False,True,,,,160,3,,GOOD
9036628,8300,APARTMENT,APARTMENT,725000,FOR_SALE,3,102,INSTALLED,False,False,,,,,,2,False,AS_NEW
9028348,4180,HOUSE,TOWN_HOUSE,149000,FOR_SALE,2,98,INSTALLED,False,False,,,,,25,2,False,GOOD
9028256,1030,APARTMENT,APARTMENT,239000,FOR_SALE,2,66,SEMI_EQUIPPED,False,False,True,,,,,2,,JUST_RENOVATED
9028005,1780,APARTMENT,DUPLEX,320000,FOR_SALE,3,135,INSTALLED,False,False,True,2,,,,2,False,AS_NEW
9027875,1180,APARTMENT,APARTMENT,349000,FOR_SALE,2,93,INSTALLED,False,False,True,7,,,,2,False,GOOD
9039308,9000,APARTMENT,APARTMENT,441000,FOR_SALE,2,82,INSTALLED,,False,True,37,,,,2,,
9023526,6001,HOUSE,HOUSE,325000,FOR_SALE,4,212,HYPER_EQUIPPED,False,False,True,15,True,500,600,3,,AS_NEW
8791483,5100,HOUSE,HOUSE,327500,FOR_SALE,3,150,USA_HYPER_EQUIPPED,False,False,True,7,True,34,35,2,False,AS_NEW
8971260,5170,HOUSE,HOUSE,330000,FOR_SALE,3,123,HYPER_EQUIPPED,False,False,True,17,True,,500,4,,AS_NEW
7959358,1150,HOUSE,VILLA,1950000,FOR_SALE,5,508,HYPER_EQUIPPED,False,False,True,,True,800,1100,4,False,AS_NEW
9034486,1140,HOUSE,HOUSE,525000,FOR_SALE,4,171,INSTALLED,False,False,True,,True,70,190,2,,GOOD
9041192,4460,APARTMENT,FLAT_STUDIO,89000,FOR_SALE,1,46,INSTALLED,False,False,,,,,,3,,AS_NEW
9040796,6700,APARTMENT,APARTMENT,200000,FOR_SALE,2,76,INSTALLED,False,False,,,,,,2,False,GOOD
8945100,1050,APARTMENT,APARTMENT,649000,FOR_SALE,4,250,HYPER_EQUIPPED,,True,,,,,,4,,
9023542,7000,APARTMENT,APARTMENT,127500,FOR_SALE,1,58,HYPER_EQUIPPED,False,False,True,6,,,,4,,AS_NEW
9023581,7000,APARTMENT,APARTMENT,175000,FOR_SALE,2,95,HYPER_EQUIPPED,False,False,True,11,,,,4,,AS_NEW
8946446,6880,APARTMENT,APARTMENT,189500,FOR_SALE,2,84,HYPER_EQUIPPED,False,False,True,14,,,,,False,AS_NEW
8971504,1000,APARTMENT,APARTMENT,235000,FOR_SALE,1,50,USA_HYPER_EQUIPPED,True,False,,,,,,2,False,AS_NEW
8892306,1180,APARTMENT,FLAT_STUDIO,250000,FOR_SALE,0,62,USA_HYPER_EQUIPPED,False,False,True,3,,,,,False,AS_NEW
8975030,1435,APARTMENT,APARTMENT,260000,FOR_SALE,2,88,USA_INSTALLED,False,False,True,14,,,,,False,AS_NEW
8917208,1180,APARTMENT,APARTMENT,282500,FOR_SALE,1,74,USA_HYPER_EQUIPPED,False,False,True,5,,,,,,AS_NEW
8482936,7000,APARTMENT,PENTHOUSE,287000,FOR_SALE,3,107,USA_HYPER_EQUIPPED,False,False,True,66,,,,3,,JUST_RENOVATED
8271333,6600,APARTMENT,APARTMENT,290000,FOR_SALE,2,103,INSTALLED,False,False,True,,,,,,False,AS_NEW
9000197,1200,APARTMENT,APARTMENT,294000,FOR_SALE,1,63,USA_HYPER_EQUIPPED,False,False,True,5,,,,,False,AS_NEW
9014569,1160,APARTMENT,APARTMENT,312000,FOR_SALE,1,66,USA_HYPER_EQUIPPED,False,False,True,10,,,,,False,AS_NEW
8935825,1435,APARTMENT,PENTHOUSE,318000,FOR_SALE,2,87,USA_INSTALLED,False,False,True,28,,,,,False,AS_NEW
9024772,1070,APARTMENT,PENTHOUSE,339750,FOR_SALE,2,122,USA_HYPER_EQUIPPED,False,False,True,1383,,,,,False,AS_NEW
8987721,1160,APARTMENT,APARTMENT,348000,FOR_SALE,1,76,USA_HYPER_EQUIPPED,False,False,True,25,,,,,False,AS_NEW
8987718,1160,APARTMENT,APARTMENT,368000,FOR_SALE,2,93,USA_HYPER_EQUIPPED,False,False,True,5,,,,,False,AS_NEW
8747874,1200,APARTMENT,APARTMENT,375000,FOR_SALE,2,105,HYPER_EQUIPPED,False,False,True,8,,,,2,,AS_NEW
8873435,1070,APARTMENT,APARTMENT,399000,FOR_SALE,2,113,USA_HYPER_EQUIPPED,,False,True,63,,,,4,False,AS_NEW
8935824,1435,APARTMENT,PENTHOUSE,402000,FOR_SALE,3,124,USA_INSTALLED,False,False,True,67,,,,,False,AS_NEW
9014550,1200,APARTMENT,APARTMENT,426000,FOR_SALE,2,93,HYPER_EQUIPPED,False,False,True,16,,,,4,,AS_NEW
8940352,1435,APARTMENT,APARTMENT,428000,FOR_SALE,2,117,USA_HYPER_EQUIPPED,,False,True,37,,,,2,False,AS_NEW
9017519,1160,APARTMENT,APARTMENT,450000,FOR_SALE,3,126,USA_INSTALLED,False,False,True,5,,,,4,False,AS_NEW
8312581,1410,APARTMENT,PENTHOUSE,455000,FOR_SALE,3,124,NOT_INSTALLED,False,False,True,15,,,,,,AS_NEW
8903549,1200,APARTMENT,APARTMENT,458000,FOR_SALE,3,109,USA_HYPER_EQUIPPED,False,False,True,8,,,,,False,AS_NEW
8950408,1200,APARTMENT,PENTHOUSE,464500,FOR_SALE,2,137,USA_INSTALLED,False,False,True,18,,,,,False,AS_NEW
8703119,1130,APARTMENT,PENTHOUSE,476000,FOR_SALE,3,156,USA_HYPER_EQUIPPED,,False,True,43,,,,4,,AS_NEW
8950407,1200,APARTMENT,PENTHOUSE,479000,FOR_SALE,2,135,USA_INSTALLED,False,False,True,43,,,,,False,AS_NEW
8903563,1200,APARTMENT,APARTMENT,499000,FOR_SALE,3,124,HYPER_EQUIPPED,False,False,True,7,,,,4,,AS_NEW
8909856,1080,APARTMENT,PENTHOUSE,499000,FOR_SALE,3,214,USA_HYPER_EQUIPPED,False,False,True,50,,,,,False,AS_NEW
8841975,1200,APARTMENT,APARTMENT,499000,FOR_SALE,3,124,USA_HYPER_EQUIPPED,False,False,True,9,,,,4,False,AS_NEW
8855273,1050,APARTMENT,APARTMENT,510000,FOR_SALE,3,116,USA_HYPER_EQUIPPED,False,False,True,8,,,,2,False,AS_NEW
9013277,1040,APARTMENT,LOFT,557600,FOR_SALE,2,136,HYPER_EQUIPPED,,False,,,,,,,,JUST_RENOVATED
8940436,1200,APARTMENT,APARTMENT,625000,FOR_SALE,3,164,HYPER_EQUIPPED,False,False,True,85,,,,4,False,AS_NEW
8909855,1200,APARTMENT,PENTHOUSE,625000,FOR_SALE,3,164,USA_HYPER_EQUIPPED,False,False,True,85,,,,2,False,AS_NEW
9017545,1160,APARTMENT,APARTMENT,630000,FOR_SALE,3,160,USA_INSTALLED,False,False,True,23,,,,4,False,AS_NEW
8994237,1180,APARTMENT,APARTMENT,769000,FOR_SALE,2,142,USA_HYPER_EQUIPPED,False,False,True,40,,,,2,False,AS_NEW
8952405,1180,APARTMENT,APARTMENT,769000,FOR_SALE,2,142,USA_HYPER_EQUIPPED,False,False,True,40,,,,3,False,AS_NEW
8974454,1200,APARTMENT,DUPLEX,775000,FOR_SALE,4,238,USA_HYPER_EQUIPPED,,False,True,81,,,,4,,AS_NEW
8977504,1150,APARTMENT,PENTHOUSE,795000,FOR_SALE,2,138,HYPER_EQUIPPED,False,False,True,82,,,,4,False,AS_NEW
9000195,1200,APARTMENT,PENTHOUSE,840000,FOR_SALE,4,238,HYPER_EQUIPPED,False,False,True,93,,,,4,False,AS_NEW
8974452,1200,APARTMENT,DUPLEX,840000,FOR_SALE,4,220,USA_HYPER_EQUIPPED,,False,True,85,,,,4,,AS_NEW
9002329,1180,APARTMENT,PENTHOUSE,1500000,FOR_SALE,3,220,USA_HYPER_EQUIPPED,False,False,True,60,,,,3,False,AS_NEW
8943751,1180,APARTMENT,APARTMENT,1500000,FOR_SALE,3,220,INSTALLED,True,False,True,60,,,,4,False,AS_NEW
8876611,1050,APARTMENT,APARTMENT,1550000,FOR_SALE,3,212,HYPER_EQUIPPED,False,False,True,39,,,,3,False,AS_NEW
8952406,1050,APARTMENT,PENTHOUSE,2500000,FOR_SALE,4,277,USA_HYPER_EQUIPPED,False,False,True,111,,,,2,False,AS_NEW
8935749,1050,APARTMENT,PENTHOUSE,2500000,FOR_SALE,4,277,USA_HYPER_EQUIPPED,False,False,True,111,,,,2,False,AS_NEW
8993145,9300,HOUSE,HOUSE,325000,FOR_SALE,3,155,INSTALLED,,False,True,25,True,135,230,2,,GOOD
