id,locality,type_of_property,subtype_of_property,price,type_of_sale,nr_of_rooms,area,equiped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,total_land_area,nr_of_facades,swimming_pool,building_condition
8806329,8670,APARTMENT,FLAT_STUDIO,160000,FOR_SALE,0,37,,True,False,True,15,,,,,False,GOOD
9006941,4500,APARTMENT,APARTMENT,164500,FOR_SALE,1,75,INSTALLED,False,False,True,,,,,2,False,GOOD
9012054,9140,APARTMENT,APARTMENT,165000,FOR_SALE,2,83,SEMI_EQUIPPED,,False,,,,,,3,,TO_BE_DONE_UP
8648513,8370,APARTMENT,APARTMENT,174000,FOR_SALE,2,68,INSTALLED,,False,,,,,,2,,GOOD
8988280,4500,APARTMENT,APARTMENT,175000,FOR_SALE,2,105,HYPER_EQUIPPED,,False,,,,,,3,,AS_NEW
8583243,6780,APARTMENT,APARTMENT,177500,FOR_SALE,3,106,INSTALLED,,False,,,,,,,,GOOD
8895383,8660,APARTMENT,APARTMENT,178000,FOR_SALE,1,66,INSTALLED,True,False,,,,,,2,,GOOD
8697436,1020,APARTMENT,APARTMENT,179000,FOR_SALE,1,72,NOT_INSTALLED,False,False,True,5,,,,2,False,TO_BE_DONE_UP
8681335,4970,APARTMENT,APARTMENT,179000,FOR_SALE,3,150,NOT_INSTALLED,True,False,True,8,True,600,,4,False,AS_NEW
8817286,8400,APARTMENT,GROUND_FLOOR,179000,FOR_SALE,2,80,INSTALLED,False,False,True,2,,,,2,False,AS_NEW
8973103,4000,APARTMENT,APARTMENT,179500,FOR_SALE,3,95,NOT_INSTALLED,,False,,,,,,2,,
8790418,8400,APARTMENT,APARTMENT,180000,FOR_SALE,1,63,INSTALLED,False,False,,,,,,,False,GOOD
8951784,8520,APARTMENT,APARTMENT,180000,FOR_SALE,2,92,INSTALLED,,False,,,,,,4,,GOOD
8971016,8870,APARTMENT,APARTMENT,180000,FOR_SALE,2,103,,,False,,,True,,,2,,TO_BE_DONE_UP
8973478,2140,APARTMENT,APARTMENT,182000,FOR_SALE,2,72,SEMI_EQUIPPED,,False,,,,,,2,,JUST_RENOVATED
8843706,4690,APARTMENT,APARTMENT,185000,FOR_SALE,2,95,SEMI_EQUIPPED,,False,True,35,,,,3,,
9018130,6600,APARTMENT,APARTMENT,185000,FOR_SALE,2,84,INSTALLED,,False,True,,,,,2,False,AS_NEW
8983207,6780,APARTMENT,APARTMENT,185000,FOR_SALE,2,75,INSTALLED,False,False,True,2,,,,,False,GOOD
8944963,7170,APARTMENT,APARTMENT,185000,FOR_SALE,3,110,INSTALLED,False,False,True,30,True,350,,2,False,AS_NEW
8868318,1081,APARTMENT,APARTMENT,190000,FOR_SALE,2,85,INSTALLED,,False,True,18,,,,2,,TO_BE_DONE_UP
8958100,4000,APARTMENT,APARTMENT,195000,FOR_SALE,2,93,INSTALLED,False,False,True,16,True,21,,,False,AS_NEW
8999780,5190,APARTMENT,DUPLEX,199000,FOR_SALE,3,135,INSTALLED,False,False,,,True,198,,2,False,AS_NEW
8762757,8870,APARTMENT,APARTMENT,199000,FOR_SALE,2,101,INSTALLED,,False,,,,,,2,,
8932447,1650,APARTMENT,APARTMENT,200000,FOR_SALE,1,55,INSTALLED,,False,True,68,,,,2,,GOOD
8944006,9000,APARTMENT,APARTMENT,200000,FOR_SALE,2,78,INSTALLED,False,False,True,3,,,,2,,GOOD
8267840,1652,APARTMENT,APARTMENT,200000,FOR_SALE,1,55,INSTALLED,,False,True,68,,,,2,,GOOD
8839129,1050,APARTMENT,GROUND_FLOOR,210000,FOR_SALE,1,50,SEMI_EQUIPPED,False,False,,,,,,3,False,GOOD
8857414,8430,APARTMENT,APARTMENT,210000,FOR_SALE,3,95,HYPER_EQUIPPED,True,False,True,4,,,,2,,GOOD
8781333,1081,APARTMENT,APARTMENT,215000,FOR_SALE,2,100,SEMI_EQUIPPED,,False,True,,,,,2,,TO_BE_DONE_UP
8935002,4140,APARTMENT,APARTMENT,219000,FOR_SALE,2,96,INSTALLED,False,False,True,6,,,,4,,
8860061,8430,APARTMENT,APARTMENT,220000,FOR_SALE,1,60,INSTALLED,False,False,,,,,,2,,GOOD
8909636,4671,APARTMENT,TRIPLEX,225000,FOR_SALE,3,175,INSTALLED,False,False,,,,,,3,False,JUST_RENOVATED
9018955,6600,APARTMENT,APARTMENT,225000,FOR_SALE,2,81,INSTALLED,False,False,,,,,,,False,GOOD
8983211,6900,APARTMENT,APARTMENT,229000,FOR_SALE,2,91,INSTALLED,False,False,True,60,,,,4,False,AS_NEW
8621896,8660,APARTMENT,APARTMENT,229000,FOR_SALE,1,69,,True,False,True,,,,,2,False,GOOD
8725099,4500,APARTMENT,APARTMENT,229500,FOR_SALE,3,230,INSTALLED,,False,,,,,,2,,TO_BE_DONE_UP
8725091,4500,APARTMENT,DUPLEX,229500,FOR_SALE,3,230,INSTALLED,,False,,,,,,2,,TO_BE_DONE_UP
8557636,1000,APARTMENT,APARTMENT,230000,FOR_SALE,2,68,INSTALLED,True,False,True,3,,,,2,,
8942407,1040,APARTMENT,APARTMENT,230000,FOR_SALE,1,64,SEMI_EQUIPPED,False,False,True,4,,,,2,,TO_BE_DONE_UP
9010080,2830,APARTMENT,APARTMENT,234000,FOR_SALE,3,106,INSTALLED,,False,,,,,,2,,GOOD
9024143,3960,APARTMENT,APARTMENT,235000,FOR_SALE,2,92,USA_INSTALLED,False,False,,,,,,3,,AS_NEW
8079024,8660,APARTMENT,APARTMENT,235000,FOR_SALE,2,90,INSTALLED,False,False,True,11,,,,2,False,AS_NEW
9017810,9940,APARTMENT,APARTMENT,235000,FOR_SALE,2,139,INSTALLED,,False,True,,True,,,,,GOOD
8812625,1731,APARTMENT,APARTMENT,237000,FOR_SALE,2,70,SEMI_EQUIPPED,,False,True,2,,,,2,,GOOD
8951691,4500,APARTMENT,APARTMENT,239500,FOR_SALE,2,100,INSTALLED,,False,True,,,,,4,,GOOD
8447533,1970,APARTMENT,SERVICE_FLAT,245000,FOR_SALE,1,60,,,False,True,,,,,2,,AS_NEW
8950319,4870,APARTMENT,APARTMENT,245000,FOR_SALE,3,121,USA_HYPER_EQUIPPED,False,False,True,15,,,,2,False,AS_NEW
8998923,8301,APARTMENT,APARTMENT,245000,FOR_SALE,1,,HYPER_EQUIPPED,,False,,,,,,3,,GOOD
8848340,1160,APARTMENT,FLAT_STUDIO,245500,FOR_SALE,0,48,USA_HYPER_EQUIPPED,True,False,True,8,,,,,False,AS_NEW
9007451,1000,APARTMENT,APARTMENT,247500,FOR_SALE,2,70,INSTALLED,True,False,True,2,,,,3,,
9007452,1000,APARTMENT,APARTMENT,249000,FOR_SALE,2,72,USA_HYPER_EQUIPPED,True,False,True,5,,,,2,,
8950321,4870,APARTMENT,APARTMENT,249000,FOR_SALE,3,121,USA_HYPER_EQUIPPED,False,False,True,48,,,,2,False,AS_NEW
8881598,2660,APARTMENT,GROUND_FLOOR,249950,FOR_SALE,2,121,SEMI_EQUIPPED,,False,,,True,161,,2,,AS_NEW
8884869,1150,APARTMENT,APARTMENT,250000,FOR_SALE,2,85,INSTALLED,False,False,True,2,,,,2,False,AS_NEW
8999781,5030,APARTMENT,GROUND_FLOOR,250000,FOR_SALE,2,80,INSTALLED,False,False,True,45,True,45,,,False,AS_NEW
9007449,1000,APARTMENT,APARTMENT,255000,FOR_SALE,2,67,USA_HYPER_EQUIPPED,True,False,True,2,,,,2,,
8783194,1300,APARTMENT,APARTMENT,260000,FOR_SALE,2,78,INSTALLED,False,False,True,17,,,,2,,
8846967,1140,APARTMENT,APARTMENT,265000,FOR_SALE,1,60,USA_HYPER_EQUIPPED,True,False,True,6,,,,2,,AS_NEW
8980175,3000,APARTMENT,APARTMENT,265000,FOR_SALE,2,94,INSTALLED,True,False,,,,,,4,,GOOD
9008115,4802,APARTMENT,APARTMENT,265000,FOR_SALE,3,110,INSTALLED,False,False,True,10,True,5000,,1,,JUST_RENOVATED
8805168,4800,APARTMENT,DUPLEX,268000,FOR_SALE,1,160,USA_HYPER_EQUIPPED,,False,True,,,,,,False,AS_NEW
8865050,1348,APARTMENT,APARTMENT,269000,FOR_SALE,2,72,INSTALLED,False,False,,,,,,2,False,GOOD
9018311,9000,APARTMENT,APARTMENT,269000,FOR_SALE,1,70,INSTALLED,,False,True,6,,,,2,,JUST_RENOVATED
8975023,1050,APARTMENT,APARTMENT,289000,FOR_SALE,2,80,NOT_INSTALLED,,False,True,3,,,,2,False,GOOD
8874833,1400,APARTMENT,GROUND_FLOOR,289000,FOR_SALE,3,130,HYPER_EQUIPPED,False,False,True,50,True,150,,4,False,AS_NEW
8874834,7190,APARTMENT,GROUND_FLOOR,289000,FOR_SALE,3,130,HYPER_EQUIPPED,False,False,True,50,True,150,,4,False,AS_NEW
8950393,1160,APARTMENT,APARTMENT,295000,FOR_SALE,1,60,USA_HYPER_EQUIPPED,False,False,,,,,,4,False,AS_NEW
8997976,1410,APARTMENT,APARTMENT,295000,FOR_SALE,3,105,INSTALLED,False,False,True,,,,,,False,GOOD
8739913,1932,APARTMENT,PENTHOUSE,298000,FOR_SALE,1,100,USA_INSTALLED,,False,True,40,,,,,,GOOD
8918822,9320,APARTMENT,APARTMENT,305000,FOR_SALE,2,110,INSTALLED,,False,,,True,,,,,GOOD
8938322,3000,APARTMENT,APARTMENT,310000,FOR_SALE,2,84,INSTALLED,,False,True,,,,,2,,TO_BE_DONE_UP
8985269,1200,APARTMENT,APARTMENT,315000,FOR_SALE,2,110,,False,False,True,5,,,,2,,TO_BE_DONE_UP
8903373,3020,APARTMENT,SERVICE_FLAT,315000,FOR_SALE,2,75,INSTALLED,,False,True,7,,,,2,,
8953158,1000,APARTMENT,APARTMENT,319000,FOR_SALE,2,75,INSTALLED,True,False,True,17,True,,,2,,GOOD
9018252,1800,APARTMENT,APARTMENT,319000,FOR_SALE,2,106,HYPER_EQUIPPED,,False,True,18,,,,2,,GOOD
8119343,1140,APARTMENT,APARTMENT,320000,FOR_SALE,2,80,USA_HYPER_EQUIPPED,True,False,True,8,,,,,,AS_NEW
9020536,9300,APARTMENT,APARTMENT,320000,FOR_SALE,3,143,INSTALLED,,False,True,9,,,,,,
8141876,1933,APARTMENT,DUPLEX,325000,FOR_SALE,2,75,INSTALLED,False,False,True,5,,,,3,,AS_NEW
8967106,2000,APARTMENT,APARTMENT,325000,FOR_SALE,1,96,HYPER_EQUIPPED,,False,,,,,,,,
8299455,8370,APARTMENT,APARTMENT,325000,FOR_SALE,3,96,,True,False,,,,,,2,,GOOD
8252619,8660,APARTMENT,APARTMENT,325000,FOR_SALE,2,104,,False,False,True,,,,,,False,AS_NEW
8524956,8620,APARTMENT,APARTMENT,329000,FOR_SALE,1,71,,True,False,True,,True,,,,False,AS_NEW
9021349,9000,APARTMENT,APARTMENT,330000,FOR_SALE,2,83,,,False,True,5,True,,,,False,AS_NEW
7976375,8660,APARTMENT,APARTMENT,335000,FOR_SALE,3,144,INSTALLED,False,False,True,6,,,,2,False,AS_NEW
8848341,1160,APARTMENT,APARTMENT,338500,FOR_SALE,1,70,USA_INSTALLED,False,False,True,13,,,,,False,AS_NEW
8945097,8400,APARTMENT,APARTMENT,339000,FOR_SALE,3,156,HYPER_EQUIPPED,,False,,,,,,1,,AS_NEW
8975983,1080,APARTMENT,APARTMENT,340000,FOR_SALE,4,151,INSTALLED,False,False,True,,,,,3,False,GOOD
8967961,1348,APARTMENT,APARTMENT,340000,FOR_SALE,2,90,HYPER_EQUIPPED,,False,,,,,,2,,AS_NEW
9004838,1140,APARTMENT,APARTMENT,350000,FOR_SALE,2,80,USA_HYPER_EQUIPPED,True,False,,,,,,2,,AS_NEW
8970238,1200,APARTMENT,APARTMENT,350000,FOR_SALE,2,101,HYPER_EQUIPPED,False,False,True,6,,,,2,False,AS_NEW
9019046,1932,APARTMENT,DUPLEX,350000,FOR_SALE,2,115,USA_SEMI_EQUIPPED,False,False,True,20,,,,3,False,AS_NEW
8998754,9052,APARTMENT,APARTMENT,350000,FOR_SALE,2,94,INSTALLED,,False,True,,,,,3,,
9022610,1070,APARTMENT,DUPLEX,367200,FOR_SALE,3,133,USA_HYPER_EQUIPPED,,False,True,13,,,,,False,AS_NEW
8910234,1070,APARTMENT,DUPLEX,367200,FOR_SALE,3,133,USA_HYPER_EQUIPPED,,False,True,13,,,,,False,AS_NEW
8848350,1000,APARTMENT,APARTMENT,370000,FOR_SALE,1,72,HYPER_EQUIPPED,,False,True,10,,,,2,,AS_NEW
9022612,1070,APARTMENT,DUPLEX,371280,FOR_SALE,3,133,USA_HYPER_EQUIPPED,,False,True,13,,,,,False,AS_NEW
6890999,2830,APARTMENT,APARTMENT,375000,FOR_SALE,3,180,SEMI_EQUIPPED,,False,True,16,,,,2,,
9004013,8210,APARTMENT,APARTMENT,379000,FOR_SALE,3,,INSTALLED,False,False,True,,,,,3,False,GOOD
8919935,1081,APARTMENT,APARTMENT,385000,FOR_SALE,2,95,HYPER_EQUIPPED,False,False,True,35,True,165,,2,,JUST_RENOVATED
8849779,8620,APARTMENT,APARTMENT,385000,FOR_SALE,2,90,HYPER_EQUIPPED,True,False,True,,True,,,,False,AS_NEW
8899442,3010,APARTMENT,PENTHOUSE,389000,FOR_SALE,2,154,INSTALLED,,False,True,20,,,,2,,
8949105,1160,APARTMENT,APARTMENT,390000,FOR_SALE,2,90,USA_HYPER_EQUIPPED,False,False,True,3,,,,4,False,AS_NEW
8957462,1180,APARTMENT,DUPLEX,395000,FOR_SALE,3,125,INSTALLED,,False,True,12,,,,2,,
8925911,1350,APARTMENT,TRIPLEX,395000,FOR_SALE,2,180,HYPER_EQUIPPED,False,False,,,,,,3,False,AS_NEW
8471011,8620,APARTMENT,APARTMENT,395000,FOR_SALE,2,75,,True,False,True,,True,,,,False,AS_NEW
8945270,1930,APARTMENT,DUPLEX,398000,FOR_SALE,3,220,HYPER_EQUIPPED,,False,,,,,,3,,AS_NEW
8961188,1970,APARTMENT,DUPLEX,398000,FOR_SALE,3,120,INSTALLED,False,False,True,20,,,,2,False,AS_NEW
8868212,1150,APARTMENT,APARTMENT,399000,FOR_SALE,3,125,INSTALLED,,False,True,,,,,2,,TO_BE_DONE_UP
8925940,1170,APARTMENT,PENTHOUSE,425000,FOR_SALE,2,98,INSTALLED,False,False,True,16,,,,2,False,GOOD
8940556,1785,APARTMENT,GROUND_FLOOR,430000,FOR_SALE,3,250,INSTALLED,,True,True,,True,500,,2,,GOOD
8765655,2830,APARTMENT,APARTMENT,445000,FOR_SALE,3,145,HYPER_EQUIPPED,,False,True,65,,,,3,,GOOD
8997491,8300,APARTMENT,APARTMENT,445000,FOR_SALE,1,66,,False,False,,,,,,,False,AS_NEW
8904121,8300,APARTMENT,APARTMENT,449000,FOR_SALE,3,120,INSTALLED,False,False,True,,,,,2,False,JUST_RENOVATED
8982078,8370,APARTMENT,APARTMENT,449000,FOR_SALE,2,83,INSTALLED,True,False,True,,,,,2,,GOOD
8839709,8400,APARTMENT,APARTMENT,450000,FOR_SALE,2,95,INSTALLED,False,False,,,,,,,False,JUST_RENOVATED
8964060,1090,APARTMENT,LOFT,460000,FOR_SALE,3,185,INSTALLED,False,False,,,,,,2,,JUST_RENOVATED
8848348,1000,APARTMENT,APARTMENT,465000,FOR_SALE,2,90,HYPER_EQUIPPED,,False,True,9,,,,2,,AS_NEW
8831225,8670,APARTMENT,APARTMENT,465000,FOR_SALE,2,105,INSTALLED,True,False,True,,True,,,,False,
8888604,1000,APARTMENT,APARTMENT,485000,FOR_SALE,2,93,HYPER_EQUIPPED,,False,True,9,,,,2,,AS_NEW
6768699,8300,APARTMENT,APARTMENT,489000,FOR_SALE,2,81,INSTALLED,False,False,True,,,,,2,False,GOOD
9023459,1070,APARTMENT,APARTMENT,495720,FOR_SALE,3,132,USA_HYPER_EQUIPPED,,False,True,67,,,,,False,AS_NEW
8873433,1070,APARTMENT,APARTMENT,495720,FOR_SALE,3,132,USA_HYPER_EQUIPPED,,False,True,67,,,,,False,AS_NEW
8818609,2830,APARTMENT,APARTMENT,498000,FOR_SALE,3,150,HYPER_EQUIPPED,,False,True,70,,,,4,,GOOD
8629350,3000,APARTMENT,APARTMENT,499000,FOR_SALE,2,104,INSTALLED,,False,,,,,,2,,
8987176,8300,APARTMENT,APARTMENT,499000,FOR_SALE,2,98,INSTALLED,False,False,True,10,,,,2,False,GOOD
9022611,1070,APARTMENT,APARTMENT,514080,FOR_SALE,3,137,USA_HYPER_EQUIPPED,,False,True,69,,,,,True,AS_NEW
8938236,1180,APARTMENT,APARTMENT,525000,FOR_SALE,2,125,INSTALLED,False,False,True,7,,,,2,False,AS_NEW
8909247,8300,APARTMENT,APARTMENT,535000,FOR_SALE,3,90,INSTALLED,False,False,True,8,,,,2,False,AS_NEW
9010249,3080,APARTMENT,APARTMENT,549000,FOR_SALE,2,134,INSTALLED,False,False,,,True,108,,2,False,AS_NEW
8989513,1050,APARTMENT,APARTMENT,560000,FOR_SALE,3,135,INSTALLED,,False,True,20,,,,2,,GOOD
8816531,8000,APARTMENT,APARTMENT,599000,FOR_SALE,2,184,HYPER_EQUIPPED,False,False,,,True,50,,2,False,AS_NEW
9011774,1180,APARTMENT,PENTHOUSE,585500,FOR_SALE,4,153,USA_HYPER_EQUIPPED,,False,True,54,,,,,False,AS_NEW
8902828,1050,APARTMENT,APARTMENT,602000,FOR_SALE,3,124,USA_HYPER_EQUIPPED,,False,True,11,,,,,False,AS_NEW
8484439,8301,APARTMENT,APARTMENT,615000,FOR_SALE,2,81,INSTALLED,False,False,True,,,,,2,False,AS_NEW
8722356,8300,APARTMENT,APARTMENT,620000,FOR_SALE,3,100,INSTALLED,False,False,,,,,,2,False,GOOD
8781305,1050,APARTMENT,APARTMENT,630000,FOR_SALE,3,235,INSTALLED,,True,True,15,,,,,,GOOD
8959921,8300,APARTMENT,APARTMENT,645000,FOR_SALE,3,85,SEMI_EQUIPPED,,False,True,,,,,2,False,
7418385,8300,APARTMENT,APARTMENT,675000,FOR_SALE,3,99,INSTALLED,False,False,True,14,,,,2,False,TO_BE_DONE_UP
9023409,1050,APARTMENT,APARTMENT,685000,FOR_SALE,3,148,INSTALLED,,False,True,12,,,,2,False,GOOD
8972098,8300,APARTMENT,APARTMENT,690000,FOR_SALE,3,105,,False,False,,,True,,,,False,JUST_RENOVATED
8920967,8300,APARTMENT,APARTMENT,690000,FOR_SALE,2,125,,False,False,True,10,,,,2,False,AS_NEW
8817308,8300,APARTMENT,APARTMENT,695000,FOR_SALE,3,133,HYPER_EQUIPPED,False,False,True,,,,,2,False,AS_NEW
6541734,8300,APARTMENT,APARTMENT,695000,FOR_SALE,3,100,INSTALLED,False,False,True,,,,,2,False,GOOD
8063891,8300,APARTMENT,APARTMENT,745000,FOR_SALE,1,71,HYPER_EQUIPPED,True,False,True,,,,,2,False,AS_NEW
8766953,1000,APARTMENT,PENTHOUSE,765000,FOR_SALE,3,226,INSTALLED,,False,True,35,,,,4,,JUST_RENOVATED
8986838,8300,APARTMENT,DUPLEX,775000,FOR_SALE,2,115,INSTALLED,False,False,True,15,,,,2,,
9014564,1150,APARTMENT,APARTMENT,784500,FOR_SALE,2,113,USA_HYPER_EQUIPPED,False,False,True,8,,,,,False,
8959704,8300,APARTMENT,APARTMENT,795000,FOR_SALE,1,71,INSTALLED,False,False,,,,,,2,False,GOOD
8831337,8301,APARTMENT,APARTMENT,795000,FOR_SALE,2,102,USA_HYPER_EQUIPPED,False,False,True,,,,,2,False,
8991546,1180,APARTMENT,APARTMENT,850000,FOR_SALE,4,260,,False,True,True,15,True,700,,2,,AS_NEW
8744493,1180,APARTMENT,APARTMENT,850000,FOR_SALE,3,227,HYPER_EQUIPPED,False,True,True,30,True,90,,2,,AS_NEW
7624105,8300,APARTMENT,DUPLEX,850000,FOR_SALE,2,150,HYPER_EQUIPPED,False,False,True,,,,,2,False,AS_NEW
8864822,1180,APARTMENT,APARTMENT,875000,FOR_SALE,3,186,HYPER_EQUIPPED,False,False,True,,,,,4,,AS_NEW
8922307,1050,APARTMENT,APARTMENT,895000,FOR_SALE,3,227,HYPER_EQUIPPED,False,False,True,50,,,,3,,AS_NEW
7998601,8620,APARTMENT,APARTMENT,925000,FOR_SALE,3,115,INSTALLED,True,False,True,120,,,,3,,GOOD
8903355,1050,APARTMENT,PENTHOUSE,990000,FOR_SALE,3,130,HYPER_EQUIPPED,False,False,True,51,,,,2,False,AS_NEW
8622364,8300,APARTMENT,APARTMENT,930000,FOR_SALE,3,104,INSTALLED,False,False,True,,,,,3,False,AS_NEW
7991298,8300,APARTMENT,APARTMENT,995000,FOR_SALE,3,95,HYPER_EQUIPPED,True,False,True,,,,,2,False,AS_NEW
8492643,8300,APARTMENT,APARTMENT,1100000,FOR_SALE,2,109,HYPER_EQUIPPED,True,False,True,,,,,2,False,GOOD
7799663,1050,APARTMENT,APARTMENT,1125000,FOR_SALE,3,233,HYPER_EQUIPPED,False,False,True,14,True,,,2,,
9000661,1050,APARTMENT,APARTMENT,1200000,FOR_SALE,3,210,HYPER_EQUIPPED,False,False,True,,,,,,,JUST_RENOVATED
8848346,1000,APARTMENT,PENTHOUSE,1265000,FOR_SALE,2,174,HYPER_EQUIPPED,False,False,True,45,,,,3,False,AS_NEW
7912368,1180,APARTMENT,APARTMENT,1350000,FOR_SALE,4,360,HYPER_EQUIPPED,,False,True,,,,,4,True,GOOD
8836122,8300,APARTMENT,APARTMENT,1350000,FOR_SALE,3,117,INSTALLED,False,False,,,,,,2,False,JUST_RENOVATED
8443114,8300,APARTMENT,APARTMENT,1410000,FOR_SALE,3,127,HYPER_EQUIPPED,True,False,True,,,,,2,False,AS_NEW
7882495,8300,APARTMENT,DUPLEX,1495000,FOR_SALE,2,135,HYPER_EQUIPPED,True,False,True,,,,,2,False,AS_NEW
9016840,8300,APARTMENT,APARTMENT,1985000,FOR_SALE,4,180,,True,False,True,6,,,,2,False,AS_NEW
8903560,1150,APARTMENT,PENTHOUSE,2250000,FOR_SALE,3,218,USA_HYPER_EQUIPPED,False,False,True,72,,,,,False,
8547745,1180,APARTMENT,PENTHOUSE,2250000,FOR_SALE,3,280,HYPER_EQUIPPED,,False,True,34,,,,4,,AS_NEW
8968429,8300,APARTMENT,APARTMENT,2450000,FOR_SALE,4,195,,False,False,True,,,,,3,False,GOOD
8929918,8300,APARTMENT,PENTHOUSE,2495000,FOR_SALE,4,278,,False,False,True,,,,,3,False,AS_NEW
8920351,8300,APARTMENT,APARTMENT,2495000,FOR_SALE,4,278,INSTALLED,False,False,True,,,,,3,False,GOOD
8572625,8300,APARTMENT,APARTMENT,2975000,FOR_SALE,4,190,INSTALLED,False,False,True,,,,,3,False,AS_NEW
7903590,8300,APARTMENT,DUPLEX,3200000,FOR_SALE,4,200,USA_HYPER_EQUIPPED,True,False,True,16,,,,2,False,AS_NEW
9006381,9170,HOUSE,HOUSE,325000,FOR_SALE,4,250,INSTALLED,,True,True,,True,,473,,,GOOD
9038729,1050,HOUSE,HOUSE,1050000,FOR_SALE,6,280,,False,False,,,,,180,2,,TO_BE_DONE_UP
9035844,1000,APARTMENT,APARTMENT,695000,FOR_SALE,4,375,,False,False,,,,,,3,,TO_BE_DONE_UP
9042082,1440,HOUSE,VILLA,515000,FOR_SALE,4,260,HYPER_EQUIPPED,False,False,True,10,True,600,4000,4,False,TO_BE_DONE_UP
9043095,1050,HOUSE,MANSION,2485000,FOR_SALE,2,450,HYPER_EQUIPPED,,False,True,35,True,200,310,2,,AS_NEW
9027273,8790,HOUSE,HOUSE,338000,FOR_SALE,2,126,HYPER_EQUIPPED,,False,True,13,,,126,4,,AS_NEW
9027272,8793,HOUSE,HOUSE,338000,FOR_SALE,2,126,HYPER_EQUIPPED,,False,True,13,,,126,4,,AS_NEW
8986376,8400,APARTMENT,GROUND_FLOOR,195000,FOR_SALE,2,90,,,False,True,9,,,,,,GOOD
9038296,3210,APARTMENT,DUPLEX,275000,FOR_SALE,2,120,HYPER_EQUIPPED,False,False,,,,,,,False,AS_NEW
9038302,3111,APARTMENT,DUPLEX,330000,FOR_SALE,3,140,HYPER_EQUIPPED,False,False,True,,,,,,False,AS_NEW
9038300,3012,APARTMENT,DUPLEX,385000,FOR_SALE,3,147,HYPER_EQUIPPED,False,False,True,20,,,,,False,AS_NEW
9029620,2850,APARTMENT,APARTMENT,178000,FOR_SALE,2,74,SEMI_EQUIPPED,,False,True,6,,,,2,,GOOD
9029059,1030,APARTMENT,APARTMENT,180000,FOR_SALE,1,60,,False,False,True,30,,,,2,,GOOD
9030068,1050,APARTMENT,APARTMENT,740000,FOR_SALE,4,235,,False,True,True,20,,,,2,,
8979165,8000,HOUSE,MANSION,695000,FOR_SALE,5,265,HYPER_EQUIPPED,False,False,True,38,,,110,2,False,JUST_RENOVATED
9033707,9600,HOUSE,MIXED_USE_BUILDING,258000,FOR_SALE,4,130,,,False,,,,,50,2,,GOOD
9033705,9600,HOUSE,HOUSE,258000,FOR_SALE,4,130,,,False,,,,,50,2,,GOOD
9034036,1420,HOUSE,TOWN_HOUSE,340000,FOR_SALE,3,115,INSTALLED,,True,True,25,True,220,357,3,,GOOD
8995021,1020,APARTMENT,APARTMENT,155000,FOR_SALE,2,72,SEMI_EQUIPPED,False,False,True,3,,,,,False,TO_RENOVATE
8312586,1360,APARTMENT,APARTMENT,250000,FOR_SALE,2,88,INSTALLED,False,False,True,9,True,229,,,,AS_NEW
8958247,1180,APARTMENT,APARTMENT,325000,FOR_SALE,2,100,HYPER_EQUIPPED,,False,True,2,True,600,,2,,AS_NEW
8700881,2000,APARTMENT,APARTMENT,359500,FOR_SALE,3,116,,,False,True,6,,,,2,,AS_NEW
8903551,1200,APARTMENT,APARTMENT,445000,FOR_SALE,2,99,USA_HYPER_EQUIPPED,False,False,True,10,,,,,False,AS_NEW
8993943,9000,APARTMENT,PENTHOUSE,445000,FOR_SALE,3,112,,False,False,True,23,True,,,,False,AS_NEW
8844543,1200,APARTMENT,DUPLEX,479000,FOR_SALE,2,135,USA_HYPER_EQUIPPED,False,False,True,43,,,,,False,AS_NEW
8960163,1060,APARTMENT,APARTMENT,520000,FOR_SALE,3,116,USA_HYPER_EQUIPPED,False,False,True,8,,,,,False,AS_NEW
8847405,1060,APARTMENT,APARTMENT,630000,FOR_SALE,2,106,USA_HYPER_EQUIPPED,False,False,True,43,,,,,False,AS_NEW
9014571,1160,APARTMENT,GROUND_FLOOR,657000,FOR_SALE,2,113,HYPER_EQUIPPED,False,False,True,36,True,47,,,False,AS_NEW
8994220,6001,HOUSE,HOUSE,159900,FOR_SALE,3,120,INSTALLED,False,False,,,True,46,169,2,False,GOOD
9035942,4540,HOUSE,BUNGALOW,289000,FOR_SALE,3,105,SEMI_EQUIPPED,False,False,True,,True,950,1362,4,False,TO_RENOVATE
9028835,1150,HOUSE,EXCEPTIONAL_PROPERTY,2095000,FOR_SALE,5,540,HYPER_EQUIPPED,,True,True,30,True,460,620,4,,AS_NEW
9036184,1150,HOUSE,HOUSE,2250000,FOR_SALE,4,350,,False,False,True,,True,25,2489,4,False,GOOD
9040664,6590,HOUSE,HOUSE,50000,FOR_SALE,3,,,,False,,,,,500,3,,TO_BE_DONE_UP
9040904,4400,HOUSE,HOUSE,175000,FOR_SALE,2,115,INSTALLED,,False,True,,True,150,211,2,,AS_NEW
9034730,7860,HOUSE,HOUSE,195000,FOR_SALE,4,176,INSTALLED,,False,True,25,,,190,2,,AS_NEW
9041486,9600,HOUSE,HOUSE,215000,FOR_SALE,4,150,SEMI_EQUIPPED,,False,,,,,83,2,,JUST_RENOVATED
9026502,1000,APARTMENT,APARTMENT,345000,FOR_SALE,2,93,HYPER_EQUIPPED,False,False,True,8,,,,,False,AS_NEW
